,tweet,politican,party,retweet,tweet_web_r,ARI,DCR,TS,punct,token,lem_token
170,"There’s enormous opportunity once we defeat Donald Trump. We are going to build our health care system, our economy… https://t.co/N0U0B8sRnu",Biden,D,False,"There’s enormous opportunity once we defeat Donald Trump. We are going to build our health care system, our economy… ",7.6,8.26,8.26,There’s enormous opportunity once we defeat Donald Trump We are going to build our health care system our economy… ,"['There', '’', 'enormous', 'opportunity', 'defeat', 'Donald', 'Trump', 'We', 'going', 'build', 'health', 'care', 'system', 'economy…']","['There', '’', 'enormous', 'opportunity', 'defeat', 'Donald', 'Trump', 'We', 'going', 'build', 'health', 'care', 'system', 'economy…']"
171,The nation is crying out for leadership — leadership that can unite us and bring us together. But this president ha… https://t.co/4ZKPAfEA4f,Biden,D,False,The nation is crying out for leadership — leadership that can unite us and bring us together. But this president ha… ,5.3,7.16,7.16,The nation is crying out for leadership — leadership that can unite us and bring us together But this president ha… ,"['The', 'nation', 'crying', 'leadership', '—', 'leadership', 'unite', 'us', 'bring', 'us', 'together', 'But', 'president', 'ha…']","['The', 'nation', 'cry', 'leadership', '—', 'leadership', 'unite', 'u', 'bring', 'u', 'together', 'But', 'president', 'ha…']"
172,"With COVID-19 surging across the nation, Donald Trump should be doing everything in his power to increase access to… https://t.co/3ZASEa1t7X",Biden,D,False,"With COVID-19 surging across the nation, Donald Trump should be doing everything in his power to increase access to… ",12.4,9.57,9.57,With COVID19 surging across the nation Donald Trump should be doing everything in his power to increase access to… ,"['With', 'COVID19', 'surging', 'across', 'nation', 'Donald', 'Trump', 'everything', 'power', 'increase', 'access', 'to…']","['With', 'COVID19', 'surging', 'across', 'nation', 'Donald', 'Trump', 'everything', 'power', 'increase', 'access', 'to…']"
173,It didn't have to be this bad. But Donald Trump failed to do his job — and we're all paying the price. https://t.co/OXONhAWNqy,Biden,D,False,It didn't have to be this bad. But Donald Trump failed to do his job — and we're all paying the price. ,1.4,5.62,5.62,It didnt have to be this bad But Donald Trump failed to do his job — and were all paying the price ,"['It', 'didnt', 'bad', 'But', 'Donald', 'Trump', 'failed', 'job', '—', 'paying', 'price']","['It', 'didnt', 'bad', 'But', 'Donald', 'Trump', 'failed', 'job', '—', 'paying', 'price']"
174,We can’t afford four more years of Donald Trump. https://t.co/12yF31aLSz,Biden,D,False,We can’t afford four more years of Donald Trump. ,4.0,7.59,7.59,We can’t afford four more years of Donald Trump ,"['We', '’', 'afford', 'four', 'years', 'Donald', 'Trump']","['We', '’', 'afford', 'four', 'year', 'Donald', 'Trump']"
175,"We're going to beat Donald Trump. And when we do, we won't just rebuild this nation — we'll transform it.",Biden,D,False,"We're going to beat Donald Trump. And when we do, we won't just rebuild this nation — we'll transform it.",3.8,6.5,6.5,Were going to beat Donald Trump And when we do we wont just rebuild this nation — well transform it,"['Were', 'going', 'beat', 'Donald', 'Trump', 'And', 'wont', 'rebuild', 'nation', '—', 'well', 'transform']","['Were', 'going', 'beat', 'Donald', 'Trump', 'And', 'wont', 'rebuild', 'nation', '—', 'well', 'transform']"
176,"There are so many unsung heroes in our communities, especially in times of crisis. We owe Alassane and countless ot… https://t.co/tncOYiF4bd",Biden,D,False,"There are so many unsung heroes in our communities, especially in times of crisis. We owe Alassane and countless ot… ",6.4,9.66,9.66,There are so many unsung heroes in our communities especially in times of crisis We owe Alassane and countless ot… ,"['There', 'many', 'unsung', 'heroes', 'communities', 'especially', 'times', 'crisis', 'We', 'owe', 'Alassane', 'countless', 'ot…']","['There', 'many', 'unsung', 'hero', 'community', 'especially', 'time', 'crisis', 'We', 'owe', 'Alassane', 'countless', 'ot…']"
177,"On this Venezuelan Independence Day, my thoughts are with Venezuelans who continue to work tirelessly for the cause… https://t.co/WFlKQYRvP6",Biden,D,False,"On this Venezuelan Independence Day, my thoughts are with Venezuelans who continue to work tirelessly for the cause… ",13.5,8.92,8.92,On this Venezuelan Independence Day my thoughts are with Venezuelans who continue to work tirelessly for the cause… ,"['On', 'Venezuelan', 'Independence', 'Day', 'thoughts', 'Venezuelans', 'continue', 'work', 'tirelessly', 'cause…']","['On', 'Venezuelan', 'Independence', 'Day', 'thought', 'Venezuelans', 'continue', 'work', 'tirelessly', 'cause…']"
178,"COVID-19 is surging across the nation, and this president is doubling down on his efforts to rip health insurance a… https://t.co/ssarLHeB6e",Biden,D,False,"COVID-19 is surging across the nation, and this president is doubling down on his efforts to rip health insurance a… ",11.4,9.37,9.37,COVID19 is surging across the nation and this president is doubling down on his efforts to rip health insurance a… ,"['COVID19', 'surging', 'across', 'nation', 'president', 'doubling', 'efforts', 'rip', 'health', 'insurance', 'a…']","['COVID19', 'surging', 'across', 'nation', 'president', 'doubling', 'effort', 'rip', 'health', 'insurance', 'a…']"
179,Donald Trump wants to declare this health crisis over and unemployment solved so that he can get back to his campai… https://t.co/Q9dhpsJTBz,Biden,D,False,Donald Trump wants to declare this health crisis over and unemployment solved so that he can get back to his campai… ,10.6,8.44,8.44,Donald Trump wants to declare this health crisis over and unemployment solved so that he can get back to his campai… ,"['Donald', 'Trump', 'wants', 'declare', 'health', 'crisis', 'unemployment', 'solved', 'get', 'back', 'campai…']","['Donald', 'Trump', 'want', 'declare', 'health', 'crisis', 'unemployment', 'solved', 'get', 'back', 'campai…']"
180,"The hard truth is that it didn’t have to be this bad, but Donald Trump ignored the warnings and refused to take act… https://t.co/CEDvxXcpPL",Biden,D,False,"The hard truth is that it didn’t have to be this bad, but Donald Trump ignored the warnings and refused to take act… ",9.3,8.21,8.21,The hard truth is that it didn’t have to be this bad but Donald Trump ignored the warnings and refused to take act… ,"['The', 'hard', 'truth', '’', 'bad', 'Donald', 'Trump', 'ignored', 'warnings', 'refused', 'take', 'act…']","['The', 'hard', 'truth', '’', 'bad', 'Donald', 'Trump', 'ignored', 'warning', 'refused', 'take', 'act…']"
181,I’ve carried the middle class values that my parents instilled in me my entire life — and they’re the values I’ll b… https://t.co/RJVXfQPvkN,Biden,D,False,I’ve carried the middle class values that my parents instilled in me my entire life — and they’re the values I’ll b… ,9.9,8.32,8.32,I’ve carried the middle class values that my parents instilled in me my entire life — and they’re the values I’ll b… ,"['I', '’', 'carried', 'middle', 'class', 'values', 'parents', 'instilled', 'entire', 'life', '—', '’', 'values', 'I', '’', 'b…']","['I', '’', 'carried', 'middle', 'class', 'value', 'parent', 'instilled', 'entire', 'life', '—', '’', 'value', 'I', '’', 'b…']"
182,"Make no mistake, our best days still lie ahead. If we come together as one America, there’s not a single thing we cannot do.",Biden,D,False,"Make no mistake, our best days still lie ahead. If we come together as one America, there’s not a single thing we cannot do.",4.4,0.6,0.6,Make no mistake our best days still lie ahead If we come together as one America there’s not a single thing we cannot do,"['Make', 'mistake', 'best', 'days', 'still', 'lie', 'ahead', 'If', 'come', 'together', 'one', 'America', '’', 'single', 'thing']","['Make', 'mistake', 'best', 'day', 'still', 'lie', 'ahead', 'If', 'come', 'together', 'one', 'America', '’', 'single', 'thing']"
183,The health care workers on the frontlines of this fight are some of the greatest heroes our nation has ever seen. https://t.co/Ry6TvJcbuU,Biden,D,False,The health care workers on the frontlines of this fight are some of the greatest heroes our nation has ever seen. ,9.9,8.44,8.44,The health care workers on the frontlines of this fight are some of the greatest heroes our nation has ever seen ,"['The', 'health', 'care', 'workers', 'frontlines', 'fight', 'greatest', 'heroes', 'nation', 'ever', 'seen']","['The', 'health', 'care', 'worker', 'frontlines', 'fight', 'greatest', 'hero', 'nation', 'ever', 'seen']"
184,"America was founded on the promise of equality, liberty, and justice for all — and it's long past time we lived up to it.",Biden,D,False,"America was founded on the promise of equality, liberty, and justice for all — and it's long past time we lived up to it.",9.8,6.8,6.8,America was founded on the promise of equality liberty and justice for all — and its long past time we lived up to it,"['America', 'founded', 'promise', 'equality', 'liberty', 'justice', '—', 'long', 'past', 'time', 'lived']","['America', 'founded', 'promise', 'equality', 'liberty', 'justice', '—', 'long', 'past', 'time', 'lived']"
185,American history isn’t a fairytale. The battle for the soul of this nation has been a constant push-and-pull for mo… https://t.co/5FWCt9gt4t,Biden,D,False,American history isn’t a fairytale. The battle for the soul of this nation has been a constant push-and-pull for mo… ,6.4,7.29,7.29,American history isn’t a fairytale The battle for the soul of this nation has been a constant pushandpull for mo… ,"['American', 'history', '’', 'fairytale', 'The', 'battle', 'soul', 'nation', 'constant', 'pushandpull', 'mo…']","['American', 'history', '’', 'fairytale', 'The', 'battle', 'soul', 'nation', 'constant', 'pushandpull', 'mo…']"
186,"This Fourth of July, one of the most patriotic things you can do is wear a mask.",Biden,D,False,"This Fourth of July, one of the most patriotic things you can do is wear a mask.",4.8,5.41,5.41,This Fourth of July one of the most patriotic things you can do is wear a mask,"['This', 'Fourth', 'July', 'one', 'patriotic', 'things', 'wear', 'mask']","['This', 'Fourth', 'July', 'one', 'patriotic', 'thing', 'wear', 'mask']"
187,Our nation was founded on a simple idea: We're all created equal. We've never lived up to it — but we've never stop… https://t.co/0uLx0lyd7F,Biden,D,False,Our nation was founded on a simple idea: We're all created equal. We've never lived up to it — but we've never stop… ,3.6,6.27,6.27,Our nation was founded on a simple idea Were all created equal Weve never lived up to it — but weve never stop… ,"['Our', 'nation', 'founded', 'simple', 'idea', 'Were', 'created', 'equal', 'Weve', 'never', 'lived', '—', 'weve', 'never', 'stop…']","['Our', 'nation', 'founded', 'simple', 'idea', 'Were', 'created', 'equal', 'Weve', 'never', 'lived', '—', 'weve', 'never', 'stop…']"
188,"“If you put the wrong person in office, you'll see things that you would not have believed are possible."" https://t.co/8gDSbOJbeS",Biden,D,False,"“If you put the wrong person in office, you'll see things that you would not have believed are possible."" ",9.6,5.41,5.41,“If you put the wrong person in office youll see things that you would not have believed are possible ,"['“', 'If', 'put', 'wrong', 'person', 'office', 'youll', 'see', 'things', 'would', 'believed', 'possible']","['“', 'If', 'put', 'wrong', 'person', 'office', 'youll', 'see', 'thing', 'would', 'believed', 'possible']"
189,"It didn't have to be this bad. But month after month, as other leaders in other countries took the necessary steps… https://t.co/djcyG95g63",Biden,D,False,"It didn't have to be this bad. But month after month, as other leaders in other countries took the necessary steps… ",5.1,6.41,6.41,It didnt have to be this bad But month after month as other leaders in other countries took the necessary steps… ,"['It', 'didnt', 'bad', 'But', 'month', 'month', 'leaders', 'countries', 'took', 'necessary', 'steps…']","['It', 'didnt', 'bad', 'But', 'month', 'month', 'leader', 'country', 'took', 'necessary', 'steps…']"
